Price,Close,High,Low,Open,Volume
Ticker,TSLA,TSLA,TSLA,TSLA,TSLA
Date,,,,,
2025-10-20,447.42999267578125,449.79998779296875,440.6099853515625,443.8699951171875,63719000
2025-10-21,442.6000061035156,449.29998779296875,442.04998779296875,445.760009765625,54412200
2025-10-22,438.9700012207031,445.5400085449219,429.0,443.45001220703125,84023500
2025-10-23,448.9800109863281,449.3999938964844,413.8999938964844,420.0,126709800
2025-10-24,433.7200012207031,451.67999267578125,430.1700134277344,446.8299865722656,94727800
2025-10-27,452.4200134277344,460.1600036621094,438.69000244140625,439.9800109863281,105867500
2025-10-28,460.54998779296875,467.0,451.6000061035156,454.7799987792969,80185700
2025-10-29,461.510009765625,465.70001220703125,452.6499938964844,462.5,67983500
2025-10-30,440.1000061035156,455.05999755859375,439.6099853515625,451.04998779296875,72447900
2025-10-31,456.55999755859375,458.0,443.69000244140625,446.75,83135800
2025-11-03,468.3699951171875,474.07000732421875,453.79998779296875,455.989990234375,84595200
2025-11-04,444.260009765625,460.2200012207031,443.6000061035156,454.4599914550781,87756600
2025-11-05,462.07000732421875,466.3299865722656,440.7099914550781,452.04998779296875,85573000
2025-11-06,445.9100036621094,467.45001220703125,435.0899963378906,461.9599914550781,109622900
2025-11-07,429.5199890136719,439.3599853515625,421.8800048828125,437.9200134277344,103471500
2025-11-10,445.2300109863281,449.6700134277344,433.3599853515625,439.6000061035156,76515900
2025-11-11,439.6199951171875,442.489990234375,432.3599853515625,439.3999938964844,60533200
2025-11-12,430.6000061035156,442.3299865722656,426.55999755859375,442.1499938964844,58513500
2025-11-13,401.989990234375,424.5,396.3399963378906,423.1300048828125,118948000
2025-11-14,404.3500061035156,412.19000244140625,382.7799987792969,386.29998779296875,105506700
2025-11-17,408.9200134277344,423.9599914550781,398.739990234375,398.739990234375,102214300
2025-11-18,401.25,408.8999938964844,393.7099914550781,405.3800048828125,80688600
2025-11-19,403.989990234375,411.7799987792969,398.5,406.17999267578125,72047700
2025-11-20,395.2300109863281,428.94000244140625,394.739990234375,414.6300048828125,113548800
2025-11-21,391.0899963378906,402.79998779296875,383.760009765625,402.32000732421875,100460600
2025-11-24,417.7799987792969,421.7200012207031,401.0899963378906,402.1700134277344,96806400
2025-11-25,419.3999938964844,420.4800109863281,405.95001220703125,414.4200134277344,71915600
2025-11-26,426.5799865722656,426.94000244140625,416.8900146484375,423.95001220703125,63463000
2025-11-28,430.1700134277344,432.92999267578125,426.20001220703125,426.5899963378906,36252900
2025-12-01,430.1400146484375,433.6600036621094,425.2900085449219,425.32000732421875,57463600
2025-12-02,429.239990234375,436.79998779296875,422.1199951171875,430.80999755859375,69336600
2025-12-03,446.739990234375,447.9200134277344,431.1099853515625,432.1000061035156,87483000
2025-12-04,454.5299987792969,454.6300048828125,445.3900146484375,449.94000244140625,71906500
2025-12-05,455.0,458.8699951171875,451.6600036621094,453.0299987792969,56427500
2025-12-08,439.5799865722656,449.75,435.25,447.45001220703125,69165800
2025-12-09,445.1700134277344,452.3900146484375,435.70001220703125,437.5400085449219,62367400
2025-12-10,451.45001220703125,456.8800048828125,443.6099853515625,446.07000732421875,63257500
2025-12-11,446.8900146484375,449.2699890136719,440.3299865722656,448.95001220703125,55979500
2025-12-12,458.9599914550781,463.010009765625,441.6700134277344,448.0899963378906,95656700
2025-12-15,475.30999755859375,481.7699890136719,467.6600036621094,469.44000244140625,114542200
2025-12-16,489.8800048828125,491.5,465.8299865722656,472.2099914550781,107608100
2025-12-17,467.260009765625,495.2799987792969,466.20001220703125,488.2200012207031,106490400
2025-12-18,483.3699951171875,490.8599853515625,473.1199951171875,478.1600036621094,95168400
2025-12-19,481.20001220703125,490.489990234375,474.7200012207031,488.1199951171875,103305400
2025-12-22,488.7300109863281,498.8299865722656,485.3299865722656,489.8800048828125,86916100
2025-12-23,485.55999755859375,491.9700012207031,482.8399963378906,489.3999938964844,58223600
2025-12-24,485.3999938964844,490.8999938964844,476.79998779296875,488.4800109863281,41285400
2025-12-26,475.19000244140625,489.0899963378906,473.82000732421875,485.2300109863281,58780700
2025-12-29,459.6400146484375,469.3999938964844,459.0,469.0,66263000
2025-12-30,454.42999267578125,463.1199951171875,453.8299865722656,461.0899963378906,59238500
2025-12-31,449.7200012207031,456.54998779296875,449.29998779296875,456.1000061035156,49078000
2026-01-02,438.07000732421875,458.3399963378906,435.29998779296875,457.79998779296875,85535400
2026-01-05,451.6700134277344,457.54998779296875,444.57000732421875,447.989990234375,67940800
2026-01-06,432.9599914550781,448.25,428.7799987792969,446.3800048828125,89093800
2026-01-07,431.4100036621094,438.3699951171875,431.2900085449219,435.8999938964844,59828800
2026-01-08,435.79998779296875,436.8900146484375,424.3699951171875,427.8900146484375,57041100
2026-01-09,445.010009765625,449.04998779296875,430.3900146484375,435.95001220703125,67331500
2026-01-12,448.9599914550781,454.29998779296875,438.0,441.2300109863281,61649600
2026-01-13,447.20001220703125,451.80999755859375,443.95001220703125,450.20001220703125,53719200
2026-01-14,439.20001220703125,443.9100036621094,434.2200012207031,442.80999755859375,57259500
2026-01-15,438.57000732421875,445.3599853515625,437.6499938964844,441.1300048828125,49465800
2026-01-16,437.5,447.25,435.260009765625,439.5,60220600
2026-01-20,419.25,430.7300109863281,417.44000244140625,429.3599853515625,63187300
2026-01-21,431.44000244140625,438.20001220703125,419.6199951171875,421.6600036621094,68124000
2026-01-22,449.3599853515625,449.5,432.6300048828125,435.1600036621094,71546700
2026-01-23,449.05999755859375,452.42999267578125,444.0400085449219,447.42999267578125,56771400
2026-01-26,435.20001220703125,445.0400085449219,434.2799987792969,445.0,49397400
2026-01-27,430.8999938964844,437.5199890136719,430.69000244140625,437.4100036621094,37733100
2026-01-28,431.4599914550781,438.260009765625,430.1000061035156,431.9100036621094,54857400
2026-01-29,416.55999755859375,440.2300109863281,414.6199951171875,437.79998779296875,81686100
2026-01-30,430.4100036621094,439.8800048828125,422.70001220703125,425.3500061035156,82626100
2026-02-02,421.80999755859375,427.1499938964844,414.5,421.2900085449219,58739500
2026-02-03,421.9599914550781,428.55999755859375,413.69000244140625,424.2699890136719,56886500
2026-02-04,406.010009765625,423.8999938964844,399.17999267578125,420.4599914550781,74606900
2026-02-05,397.2099914550781,402.1000061035156,387.5299987792969,397.0199890136719,72819800
2026-02-06,411.1099853515625,414.54998779296875,397.75,400.8699951171875,62677100
2026-02-09,417.32000732421875,421.25,407.2900085449219,409.9100036621094,54484300
2026-02-10,425.2099914550781,427.25,417.0,418.0799865722656,64450200
2026-02-11,428.2699890136719,436.3500061035156,420.0299987792969,427.9599914550781,57362000
2026-02-12,417.07000732421875,436.2300109863281,414.0,430.29998779296875,61933400
2026-02-13,417.44000244140625,424.05999755859375,410.8800048828125,414.30999755859375,51434100
2026-02-17,410.6300048828125,413.7200012207031,400.510009765625,412.3599853515625,59678800
2026-02-18,411.32000732421875,416.8999938964844,409.5799865722656,411.1099853515625,45921400
2026-02-19,411.7099914550781,415.25,404.1099853515625,407.25,51019600
2026-02-20,411.82000732421875,414.70001220703125,405.5,408.29998779296875,57912200
2026-02-23,399.8299865722656,407.70001220703125,394.0400085449219,407.2900085449219,69680000
2026-02-24,409.3800048828125,410.82000732421875,397.6400146484375,399.5,58579500
2026-02-25,417.3999938964844,420.3399963378906,412.1499938964844,412.1499938964844,54809700
2026-02-26,408.5799865722656,416.80999755859375,403.6600036621094,414.4200134277344,53602500
2026-02-27,402.510009765625,407.1199951171875,398.1099853515625,402.94000244140625,56890100
2026-03-02,403.32000732421875,404.5400085449219,388.25,390.6000061035156,55088300
2026-03-03,392.42999267578125,396.3399963378906,385.3900146484375,395.0899963378906,62617300
2026-03-04,405.94000244140625,408.3299865722656,394.5799865722656,397.8500061035156,68305500
2026-03-05,405.54998779296875,408.6199951171875,399.4200134277344,401.57000732421875,51925900
2026-03-06,396.7300109863281,402.3500061035156,394.2099914550781,398.0899963378906,64054600
2026-03-09,398.67999267578125,401.5899963378906,381.3999938964844,390.04998779296875,67018900
2026-03-10,399.239990234375,406.5899963378906,398.19000244140625,402.2200012207031,59258700
2026-03-11,407.82000732421875,416.3800048828125,402.1499938964844,402.2799987792969,62559900
2026-03-12,395.010009765625,406.5,394.6499938964844,405.17999267578125,60973800
2026-03-13,391.20001220703125,400.20001220703125,389.95001220703125,399.1700134277344,58504100
2026-03-16,395.55999755859375,403.7300109863281,394.4200134277344,396.2200012207031,58068300
2026-03-17,399.2699890136719,400.1199951171875,393.0,395.69000244140625,46890500
2026-03-18,392.7799987792969,403.07000732421875,392.30999755859375,399.0,50853100
2026-03-19,380.29998779296875,387.2699890136719,378.7300109863281,387.2699890136719,67078300
2026-03-20,367.9599914550781,379.8900146484375,364.4599914550781,379.8500061035156,78628600
2026-03-23,380.8500061035156,385.3299865722656,372.7300109863281,373.0899963378906,74606000
2026-03-24,383.0299987792969,387.4800109863281,376.30999755859375,376.55999755859375,60004900
2026-03-25,385.95001220703125,396.2300109863281,385.010009765625,389.989990234375,55157300
2026-03-26,372.1099853515625,384.44000244140625,371.8699951171875,381.6000061035156,55522900
2026-03-27,361.8299865722656,369.8599853515625,359.4700012207031,369.69000244140625,62065700
2026-03-30,355.2799987792969,367.2900085449219,352.1400146484375,365.8599853515625,67954400
2026-03-31,371.75,373.3299865722656,361.0,361.510009765625,75534900
2026-04-01,381.260009765625,383.1400146484375,374.0799865722656,378.6300048828125,58683800
2026-04-02,360.5899963378906,370.2799987792969,359.0299987792969,364.20001220703125,83031200
2026-04-06,352.82000732421875,367.7200012207031,346.6400146484375,362.5899963378906,77697600
2026-04-07,346.6499938964844,348.0199890136719,337.239990234375,346.44000244140625,74515400
2026-04-08,343.25,364.5,339.6700134277344,363.7900085449219,78838600
2026-04-09,345.6199951171875,348.8800048828125,337.25,343.1499938964844,62164000
2026-04-10,348.95001220703125,350.3599853515625,342.739990234375,346.2900085449219,51336000
2026-04-13,352.4200134277344,356.3500061035156,348.57000732421875,350.07000732421875,53617500
2026-04-14,364.20001220703125,367.6300048828125,354.7699890136719,357.6700134277344,59979600
2026-04-15,391.95001220703125,394.6499938964844,362.5,366.8299865722656,113810400
2026-04-16,388.8999938964844,394.05999755859375,381.79998779296875,393.80999755859375,63515100
2026-04-17,400.6199951171875,409.2799987792969,391.6499938964844,395.9200134277344,90388400
